bin_1,bin_2,bin_3,bin_4,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,cat_1,cat_2,cat_3,cat_4,cat_5,cat_6,cat_7,cat_8,cat_9,user_id,target
1,0,0,1,0.1427,0.98,0.1835,0.1742,0.0,0.1148,0.1427,0.1835,0.0882,0.2484,0.3207,0.0,0.0294,0.6107,1139858f,4eb42ee6,6dfa5bce,9ad4f36f,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,1
1,0,0,1,0.4465,1.0,0.1933,0.2065,0.0,0.3996,0.4465,0.1933,0.0882,0.3168,0.2571,0.0,0.0081,0.6433,ab4271a7,46a2c293,1b71ea44,302faacd,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,0
1,0,0,1,0.1427,1.0,0.1649,0.1742,0.0,0.1402,0.1427,0.1649,0.0588,0.2609,0.2066,0.0,0.0065,0.549,1139858f,4eb42ee6,6dfa5bce,9ad4f36f,326074f0,64592f2a,86d52c71,93d6a7d9,bdfe625f,user_6e19950c,1
1,0,0,1,0.9301,1.0,0.1933,0.1742,0.0,0.8003,0.9301,0.1933,0.0882,0.2484,0.2798,0.0,0.0294,0.6433,dc029453,e9b19332,254a1505,9ad4f36f,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,0
1,0,0,1,0.1427,1.0,0.1835,0.1742,0.0,0.1319,0.1427,0.1835,0.0882,0.2484,0.2391,0.0,0.0294,0.6107,1139858f,4eb42ee6,6dfa5bce,9ad4f36f,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,1
1,0,0,1,0.4465,0.8,0.1933,0.1419,0.2,0.4154,0.4465,0.1933,0.1176,0.2112,0.2355,0.0,0.1646,0.6433,dc029453,e9b19332,254a1505,906ec1b2,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,0
1,0,0,1,0.535,1.0,0.1933,0.2065,0.2,0.4537,0.535,0.1933,0.1176,0.3106,0.2884,0.0,0.1573,0.6433,ab4271a7,46a2c293,1b71ea44,302faacd,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,1
1,0,0,1,0.1427,1.0,0.1835,0.1742,0.0,0.1148,0.1427,0.1835,0.0882,0.2484,0.3207,0.0,0.0294,0.6107,1139858f,4eb42ee6,6dfa5bce,9ad4f36f,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,1
1,0,0,1,0.1427,1.0,0.1835,0.1742,0.0,0.1148,0.1427,0.1835,0.0882,0.2484,0.3207,0.0,0.0294,0.6107,1139858f,4eb42ee6,6dfa5bce,9ad4f36f,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,1
1,0,0,1,0.1427,1.0,0.1649,0.1742,0.0,0.1575,0.1427,0.1649,0.0588,0.2609,0.1498,0.0,0.0065,0.549,1139858f,4eb42ee6,6dfa5bce,9ad4f36f,326074f0,64592f2a,86d52c71,93d6a7d9,bdfe625f,user_6e19950c,1
0,0,0,1,0.3566,0.0,0.1546,0.1742,0.0,0.3504,0.3566,0.1546,0.0588,0.2609,0.2066,0.0,0.0065,0.5147,0088407c,471c6c1b,1b71ea44,9ad4f36f,326074f0,64592f2a,86d52c71,93d6a7d9,bdfe625f,user_6e19950c,0
1,0,0,1,0.1427,1.0,0.1649,0.1742,0.0,0.1402,0.1427,0.1649,0.0588,0.2609,0.2066,0.0,0.0065,0.549,1139858f,4eb42ee6,6dfa5bce,9ad4f36f,326074f0,64592f2a,86d52c71,93d6a7d9,bdfe625f,user_6e19950c,1
1,0,0,1,0.8559,0.5,0.1546,0.2387,0.2,0.7313,0.8559,0.1546,0.1176,0.3913,0.2839,0.0,0.1482,0.5147,dc029453,e9b19332,254a1505,19ca07d9,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,0
1,0,0,1,0.4465,1.0,0.1933,0.1419,0.2,0.4573,0.4465,0.1933,0.1176,0.2112,0.1857,0.0,0.1646,0.6433,dc029453,e9b19332,254a1505,906ec1b2,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,0
1,0,0,1,0.1427,0.98,0.1835,0.1742,0.0,0.1319,0.1427,0.1835,0.0882,0.2484,0.2391,0.0,0.0294,0.6107,1139858f,4eb42ee6,6dfa5bce,9ad4f36f,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,1
1,0,0,1,0.1427,0.5,0.1649,0.1742,0.0,0.1575,0.1427,0.1649,0.0588,0.2609,0.1498,0.0,0.0065,0.549,1139858f,4eb42ee6,6dfa5bce,9ad4f36f,326074f0,64592f2a,86d52c71,93d6a7d9,bdfe625f,user_6e19950c,1
0,0,0,1,0.3566,0.0,0.1546,0.1742,0.0,0.3613,0.3566,0.1546,0.0294,0.2547,0.1911,0.0,0.0054,0.5147,dc029453,e9b19332,254a1505,9ad4f36f,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,1
0,0,0,1,0.1427,0.0,0.1649,0.1742,0.0,0.1062,0.1427,0.1649,0.0588,0.2609,0.3714,0.0,0.0065,0.549,1139858f,4eb42ee6,6dfa5bce,9ad4f36f,326074f0,64592f2a,86d52c71,93d6a7d9,bdfe625f,user_6e19950c,1
0,0,0,1,0.1427,0.0,0.1649,0.1742,0.0,0.1516,0.1427,0.1649,0.0588,0.2609,0.1677,0.0,0.0065,0.549,1139858f,4eb42ee6,6dfa5bce,9ad4f36f,326074f0,64592f2a,86d52c71,93d6a7d9,bdfe625f,user_6e19950c,1
0,0,0,1,0.1427,0.0,0.1835,0.1742,0.0,0.1395,0.1427,0.1835,0.0294,0.2547,0.2089,0.0,0.0054,0.6107,1139858f,4eb42ee6,6dfa5bce,9ad4f36f,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,1
0,0,0,1,0.4465,0.0,0.1933,0.2194,0.0,0.3568,0.4465,0.1933,0.0588,0.3416,0.325,0.0,0.0089,0.6433,0088407c,471c6c1b,1b71ea44,9ad4f36f,326074f0,64592f2a,86d52c71,93d6a7d9,bdfe625f,user_6e19950c,0
0,0,0,1,0.535,0.0,0.1933,0.2387,0.0,0.5273,0.535,0.1933,0.2353,0.3975,0.205,0.0,0.0079,0.6433,ab4271a7,46a2c293,1b71ea44,19ca07d9,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,0
1,0,0,1,0.4465,0.4,0.1933,0.2387,0.2,0.3776,0.4465,0.1933,0.1176,0.3913,0.29,0.0,0.1482,0.6433,ab4271a7,46a2c293,1b71ea44,19ca07d9,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,0
1,0,0,1,0.1427,1.0,0.1649,0.1742,0.0,0.1126,0.1427,0.1649,0.0588,0.2609,0.3327,0.0,0.0065,0.549,1139858f,4eb42ee6,6dfa5bce,9ad4f36f,326074f0,64592f2a,86d52c71,93d6a7d9,bdfe625f,user_6e19950c,1
1,0,0,1,0.1427,1.0,0.1835,0.1742,0.0,0.1319,0.1427,0.1835,0.0882,0.2484,0.2391,0.0,0.0294,0.6107,1139858f,4eb42ee6,6dfa5bce,9ad4f36f,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,1
1,0,0,1,0.3994,0.1,0.1732,0.1742,0.0,0.4248,0.3994,0.1732,0.0882,0.2484,0.1673,0.0,0.0294,0.5764,ab4271a7,46a2c293,1b71ea44,9ad4f36f,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,0
1,0,0,1,0.3937,0.8,0.1423,0.2387,0.0,0.3197,0.3937,0.1423,0.2353,0.3975,0.3148,0.0,0.0079,0.4735,0088407c,471c6c1b,1b71ea44,19ca07d9,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,1
0,0,0,1,0.1427,0.0,0.1835,0.1742,0.0,0.1192,0.1427,0.1835,0.0882,0.2484,0.2975,0.0,0.0294,0.6107,1139858f,4eb42ee6,6dfa5bce,9ad4f36f,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,1
1,0,0,1,0.1427,1.0,0.1649,0.1742,0.0,0.1402,0.1427,0.1649,0.0588,0.2609,0.2066,0.0,0.0065,0.549,1139858f,4eb42ee6,6dfa5bce,9ad4f36f,326074f0,64592f2a,86d52c71,93d6a7d9,bdfe625f,user_6e19950c,1
1,0,0,1,0.8559,1.0,0.1546,0.2065,0.2,0.6758,0.8559,0.1546,0.1176,0.3106,0.3327,0.0,0.1573,0.5147,dc029453,e9b19332,254a1505,302faacd,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,1
1,0,0,1,0.1427,0.98,0.1835,0.1742,0.0,0.1148,0.1427,0.1835,0.0882,0.2484,0.3207,0.0,0.0294,0.6107,1139858f,4eb42ee6,6dfa5bce,9ad4f36f,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,1
0,0,0,1,0.4922,0.0,0.1778,0.2645,0.0,0.5079,0.4922,0.1778,0.1471,0.441,0.182,0.0,0.0071,0.5919,0088407c,471c6c1b,1b71ea44,9ad4f36f,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,0
1,0,0,1,0.8559,0.93,0.1546,0.1742,0.0,0.841,0.8559,0.1546,0.0588,0.2609,0.2066,0.0,0.0065,0.5147,dc029453,e9b19332,254a1505,9ad4f36f,326074f0,64592f2a,86d52c71,93d6a7d9,bdfe625f,user_6e19950c,0
1,0,0,1,0.1427,1.0,0.1649,0.1742,0.0,0.1402,0.1427,0.1649,0.0588,0.2609,0.2066,0.0,0.0065,0.549,1139858f,4eb42ee6,6dfa5bce,9ad4f36f,326074f0,64592f2a,86d52c71,93d6a7d9,bdfe625f,user_6e19950c,1
0,0,0,1,0.8559,0.0,0.1546,0.2387,0.0,0.6674,0.8559,0.1546,0.2353,0.3975,0.3407,0.0,0.0079,0.5147,dc029453,e9b19332,254a1505,19ca07d9,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,0
1,0,0,1,0.3937,0.8,0.1423,0.2387,0.0,0.3197,0.3937,0.1423,0.2353,0.3975,0.3148,0.0,0.0079,0.4735,0088407c,471c6c1b,1b71ea44,19ca07d9,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,1
1,0,0,1,0.8559,0.96,0.1732,0.2452,0.2,0.8178,0.8559,0.1732,0.1176,0.4037,0.2212,0.0,0.1593,0.5764,dc029453,e9b19332,254a1505,0f68baf6,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,0
0,0,0,1,0.3994,0.0,0.1732,0.2452,0.2,0.3867,0.3994,0.1732,0.1176,0.4037,0.2143,0.0,0.1593,0.5764,0088407c,471c6c1b,1b71ea44,0f68baf6,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,0
1,0,0,1,0.1427,1.0,0.1649,0.1742,0.0,0.1402,0.1427,0.1649,0.0588,0.2609,0.2066,0.0,0.0065,0.549,1139858f,4eb42ee6,6dfa5bce,9ad4f36f,326074f0,64592f2a,86d52c71,93d6a7d9,bdfe625f,user_6e19950c,1
0,0,0,1,0.3994,0.0,0.1732,0.2452,0.2,0.3918,0.3994,0.1732,0.1176,0.4037,0.2075,0.0,0.1593,0.5764,ab4271a7,46a2c293,1b71ea44,0f68baf6,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,0
0,0,0,1,0.3994,0.0,0.1732,0.271,0.0,0.3235,0.3994,0.1732,0.0588,0.4658,0.3164,0.0,0.007,0.5764,0088407c,471c6c1b,1b71ea44,31f4786e,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,0
1,0,0,1,0.8559,0.86,0.1546,0.2387,0.2,0.738,0.8559,0.1546,0.1176,0.3913,0.2786,0.0,0.1482,0.5147,dc029453,e9b19332,254a1505,19ca07d9,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,1
1,0,0,1,0.1427,1.0,0.1649,0.1742,0.0,0.1402,0.1427,0.1649,0.0588,0.2609,0.2066,0.0,0.0065,0.549,1139858f,4eb42ee6,6dfa5bce,9ad4f36f,326074f0,64592f2a,86d52c71,93d6a7d9,bdfe625f,user_6e19950c,1
1,0,0,1,0.1427,1.0,0.1835,0.1742,0.0,0.1319,0.1427,0.1835,0.0882,0.2484,0.2391,0.0,0.0294,0.6107,1139858f,4eb42ee6,6dfa5bce,9ad4f36f,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,1
1,0,0,1,0.8559,0.82,0.1546,0.2387,0.0,0.6674,0.8559,0.1546,0.2353,0.3975,0.3407,0.0,0.0079,0.5147,dc029453,e9b19332,254a1505,19ca07d9,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,0
0,0,0,1,0.1427,0.0,0.1835,0.1742,0.0,0.1191,0.1427,0.1835,0.0882,0.2484,0.2977,0.0,0.0294,0.6107,1139858f,4eb42ee6,6dfa5bce,9ad4f36f,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,1
1,0,0,1,0.1427,1.0,0.1649,0.1742,0.0,0.1508,0.1427,0.1649,0.0294,0.2547,0.1702,0.0,0.0054,0.549,1139858f,4eb42ee6,6dfa5bce,9ad4f36f,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,1
0,0,0,1,0.3994,0.0,0.1732,0.1742,0.0,0.3034,0.3994,0.1732,0.0588,0.2609,0.358,0.0,0.0065,0.5764,0088407c,471c6c1b,1b71ea44,9ad4f36f,326074f0,64592f2a,86d52c71,93d6a7d9,bdfe625f,user_6e19950c,0
1,0,0,1,0.4922,0.04,0.1778,0.1935,0.0,0.4505,0.4922,0.1778,0.1176,0.2919,0.2445,0.0,0.007,0.5919,ab4271a7,46a2c293,1b71ea44,19ca07d9,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,0
1,1,0,1,0.3566,1.0,0.1546,0.1806,0.0,0.3202,0.3566,0.1546,0.0,0.2733,0.2552,0.0,0.0664,0.5147,ab4271a7,46a2c293,1b71ea44,31f4786e,326074f0,64592f2a,86d52c71,93d6a7d9,bdfe625f,user_6e19950c,1
1,0,0,1,0.3994,0.53,0.1732,0.1742,0.0,0.3154,0.3994,0.1732,0.0588,0.2609,0.3327,0.0,0.0065,0.5764,0088407c,471c6c1b,1b71ea44,9ad4f36f,326074f0,64592f2a,86d52c71,93d6a7d9,bdfe625f,user_6e19950c,1
1,0,0,1,0.1427,1.0,0.1835,0.1742,0.0,0.1319,0.1427,0.1835,0.0882,0.2484,0.2391,0.0,0.0294,0.6107,1139858f,4eb42ee6,6dfa5bce,9ad4f36f,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,1
1,0,0,1,0.3937,0.8,0.1423,0.2387,0.0,0.3197,0.3937,0.1423,0.2353,0.3975,0.3148,0.0,0.0079,0.4735,0088407c,471c6c1b,1b71ea44,19ca07d9,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,1
1,0,0,1,0.1427,1.0,0.1649,0.1742,0.0,0.1126,0.1427,0.1649,0.0588,0.2609,0.3327,0.0,0.0065,0.549,1139858f,4eb42ee6,6dfa5bce,9ad4f36f,326074f0,64592f2a,86d52c71,93d6a7d9,bdfe625f,user_6e19950c,1
0,0,0,1,0.3994,0.0,0.1732,0.2452,0.2,0.3918,0.3994,0.1732,0.1176,0.4037,0.2075,0.0,0.1593,0.5764,0088407c,471c6c1b,1b71ea44,0f68baf6,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,1
1,0,0,1,0.1427,1.0,0.1649,0.1742,0.0,0.1508,0.1427,0.1649,0.0294,0.2547,0.1702,0.0,0.0054,0.549,1139858f,4eb42ee6,6dfa5bce,9ad4f36f,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,1
1,0,0,1,0.3566,0.96,0.1546,0.1742,0.0,0.3306,0.3566,0.1546,0.0882,0.2484,0.2375,0.0,0.0294,0.5147,0088407c,471c6c1b,1b71ea44,9ad4f36f,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,1
1,0,0,1,0.1427,1.0,0.1649,0.1742,0.0,0.1402,0.1427,0.1649,0.0588,0.2609,0.2066,0.0,0.0065,0.549,1139858f,4eb42ee6,6dfa5bce,9ad4f36f,326074f0,64592f2a,86d52c71,93d6a7d9,bdfe625f,user_6e19950c,1
1,0,0,1,0.1427,1.0,0.1649,0.1742,0.0,0.1575,0.1427,0.1649,0.0588,0.2609,0.1498,0.0,0.0065,0.549,1139858f,4eb42ee6,6dfa5bce,9ad4f36f,326074f0,64592f2a,86d52c71,93d6a7d9,bdfe625f,user_6e19950c,1
0,1,0,1,0.3566,0.0,0.1546,0.2323,0.2,0.3702,0.3566,0.1546,0.0,0.3851,0.1791,0.0,0.2006,0.5147,dc029453,e9b19332,254a1505,906ec1b2,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,0
1,0,0,1,0.3994,0.53,0.1732,0.1742,0.0,0.3154,0.3994,0.1732,0.0588,0.2609,0.3327,0.0,0.0065,0.5764,0088407c,471c6c1b,1b71ea44,9ad4f36f,326074f0,64592f2a,86d52c71,93d6a7d9,bdfe625f,user_6e19950c,1
0,0,0,1,0.3994,0.0,0.1732,0.1742,0.0,0.3507,0.3994,0.1732,0.0882,0.2484,0.268,0.0,0.0294,0.5764,dc029453,e9b19332,254a1505,9ad4f36f,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,0
1,0,0,1,0.1427,1.0,0.1835,0.1742,0.0,0.1319,0.1427,0.1835,0.0882,0.2484,0.2391,0.0,0.0294,0.6107,1139858f,4eb42ee6,6dfa5bce,9ad4f36f,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,1
1,0,0,1,0.8559,0.89,0.1546,0.2065,0.0,0.8189,0.8559,0.1546,0.0294,0.323,0.2205,0.0,0.0043,0.5147,dc029453,e9b19332,254a1505,302faacd,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,0
1,0,0,1,0.3937,0.8,0.1423,0.2387,0.0,0.3197,0.3937,0.1423,0.2353,0.3975,0.3148,0.0,0.0079,0.4735,0088407c,471c6c1b,1b71ea44,19ca07d9,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,1
1,0,0,1,0.1427,1.0,0.1835,0.1742,0.0,0.1319,0.1427,0.1835,0.0882,0.2484,0.2391,0.0,0.0294,0.6107,1139858f,4eb42ee6,6dfa5bce,9ad4f36f,326074f0,64592f2a,e930f1b4,93d6a7d9,bdfe625f,user_6e19950c,1
1,0,0,1,0.1427,1.0,0.1649,0.1742,0.0,0.1402,0.1427,0.1649,0.0588,0.2609,0.2066,0.0,0.0065,0.549,1139858f,4eb42ee6,6dfa5bce,9ad4f36f,326074f0,64592f2a,86d52c71,93d6a7d9,bdfe625f,user_6e19950c,1
1,0,0,1,0.428,0.55,0.3866,0.0129,0.0,0.4093,0.428,0.3866,0.0294,0.0248,0.2207,0.3993,0.0041,0.3532,dc029453,e9b19332,a917582c,302faacd,c8a909f5,21cb6e7e,e930f1b4,58bf7845,bdfe625f,user_de97d0d8,1
1,0,0,1,0.3937,0.19,0.1423,0.0452,0.0,0.4568,0.3937,0.1423,0.0294,0.1863,0.1277,0.3993,0.0118,0.13,0088407c,471c6c1b,f22335a2,19ca07d9,c8a909f5,21cb6e7e,e930f1b4,58bf7845,bdfe625f,user_de97d0d8,0
0,0,0,1,0.428,0.0,0.1856,0.0258,0.2,0.4233,0.428,0.1856,0.0882,0.0745,0.2032,0.3993,0.1508,0.1695,0088407c,471c6c1b,f22335a2,9ad4f36f,c8a909f5,21cb6e7e,e930f1b4,58bf7845,bdfe625f,user_de97d0d8,0
1,1,1,0,0.428,1.0,0.3866,0.0,0.0,0.4334,0.428,0.3866,0.0,0.0,0.1912,0.3993,0.0,0.3532,dc029453,e9b19332,a917582c,19ca07d9,c8a909f5,64592f2a,e930f1b4,58bf7845,bdfe625f,user_de97d0d8,1
1,0,0,1,0.428,0.86,0.6031,0.0,0.0,0.4159,0.428,0.6031,0.3529,0.0062,0.2123,0.3993,0.0094,0.551,0088407c,471c6c1b,f22335a2,19ca07d9,c8a909f5,64592f2a,e930f1b4,58bf7845,bdfe625f,user_de97d0d8,1
1,0,0,1,0.428,0.38,0.6031,0.0323,0.0,0.4919,0.428,0.6031,0.0588,0.1304,0.1318,0.3993,0.0043,0.551,0088407c,471c6c1b,f22335a2,31f4786e,c8a909f5,21cb6e7e,e930f1b4,58bf7845,bdfe625f,user_de97d0d8,1
0,1,0,1,0.428,0.0,0.1856,0.0516,0.2,0.4593,0.428,0.1856,0.0,0.1988,0.163,0.3993,0.17,0.1695,0088407c,471c6c1b,f22335a2,0f68baf6,c8a909f5,21cb6e7e,e930f1b4,58bf7845,bdfe625f,user_de97d0d8,1
0,0,0,1,0.428,0.0,0.6031,0.0065,0.2,0.4671,0.428,0.6031,1.0,0.0124,0.1552,0.3993,0.1663,0.551,0088407c,471c6c1b,f22335a2,0f68baf6,c8a909f5,21cb6e7e,f7445224,58bf7845,bdfe625f,user_de97d0d8,1
0,1,0,1,0.428,0.0,0.1546,0.0516,0.2,0.4593,0.428,0.1546,0.0,0.1988,0.163,0.3993,0.17,0.1413,0088407c,471c6c1b,f22335a2,0f68baf6,c8a909f5,21cb6e7e,e930f1b4,58bf7845,bdfe625f,user_de97d0d8,1
1,0,0,1,0.428,1.0,0.3866,0.0258,0.0,0.3601,0.428,0.3866,0.0588,0.087,0.293,0.3993,0.006,0.3532,dc029453,e9b19332,a917582c,9ad4f36f,c8a909f5,21cb6e7e,e930f1b4,58bf7845,bdfe625f,user_de97d0d8,0
0,0,0,1,0.428,0.0,0.6031,0.0065,0.2,0.3957,0.428,0.6031,1.0,0.0124,0.2389,0.3993,0.1663,0.551,0088407c,471c6c1b,f22335a2,0f68baf6,c8a909f5,21cb6e7e,f7445224,58bf7845,bdfe625f,user_de97d0d8,0
0,1,0,1,0.3937,0.0,0.1423,0.0516,0.2,0.4265,0.3937,0.1423,0.0,0.1988,0.1588,0.3993,0.17,0.13,0088407c,471c6c1b,f22335a2,0f68baf6,c8a909f5,21cb6e7e,e930f1b4,58bf7845,bdfe625f,user_de97d0d8,1
1,0,0,1,0.3994,0.71,0.7041,0.0065,0.2,0.2296,0.3994,0.7041,1.0,0.0124,0.5723,0.3993,0.1663,0.6433,ab4271a7,46a2c293,57170ff1,0f68baf6,c8a909f5,21cb6e7e,f7445224,58bf7845,bdfe625f,user_de97d0d8,1
1,0,0,1,0.428,0.65,0.3866,0.0,0.0,0.2516,0.428,0.3866,0.3529,0.0062,0.5527,0.3993,0.0094,0.3532,dc029453,e9b19332,a917582c,19ca07d9,c8a909f5,64592f2a,e930f1b4,58bf7845,bdfe625f,user_de97d0d8,1
0,1,0,1,0.428,0.0,0.1856,0.0516,0.2,0.4593,0.428,0.1856,0.0,0.1988,0.163,0.3993,0.17,0.1695,0088407c,471c6c1b,f22335a2,0f68baf6,c8a909f5,21cb6e7e,e930f1b4,58bf7845,bdfe625f,user_de97d0d8,1
1,0,0,1,0.428,0.86,0.6031,0.0,0.0,0.4159,0.428,0.6031,0.3529,0.0062,0.2123,0.3993,0.0094,0.551,0088407c,471c6c1b,f22335a2,19ca07d9,c8a909f5,64592f2a,e930f1b4,58bf7845,bdfe625f,user_de97d0d8,1
1,0,0,1,0.428,0.28,0.6031,0.0194,0.0,0.4657,0.428,0.6031,0.0588,0.0559,0.1566,0.3993,0.0042,0.551,0088407c,471c6c1b,f22335a2,96926404,c8a909f5,21cb6e7e,e930f1b4,58bf7845,bdfe625f,user_de97d0d8,0
0,1,0,1,0.3937,0.0,0.1423,0.0516,0.2,0.4265,0.3937,0.1423,0.0,0.1988,0.1588,0.3993,0.17,0.13,0088407c,471c6c1b,f22335a2,0f68baf6,c8a909f5,21cb6e7e,e930f1b4,58bf7845,bdfe625f,user_de97d0d8,1
1,0,0,1,0.428,0.86,0.6031,0.0,0.0,0.4159,0.428,0.6031,0.3529,0.0062,0.2123,0.3993,0.0094,0.551,0088407c,471c6c1b,f22335a2,19ca07d9,c8a909f5,64592f2a,e930f1b4,58bf7845,bdfe625f,user_de97d0d8,1
1,0,0,1,0.428,0.86,0.6031,0.0,0.0,0.4159,0.428,0.6031,0.3529,0.0062,0.2123,0.3993,0.0094,0.551,0088407c,471c6c1b,f22335a2,19ca07d9,c8a909f5,64592f2a,e930f1b4,58bf7845,bdfe625f,user_de97d0d8,1
1,0,0,1,0.428,0.14,0.6031,0.0065,0.2,0.4671,0.428,0.6031,1.0,0.0124,0.1552,0.3993,0.1663,0.551,0088407c,471c6c1b,f22335a2,0f68baf6,c8a909f5,21cb6e7e,f7445224,58bf7845,bdfe625f,user_de97d0d8,1
1,0,0,1,0.1769,1.0,0.7041,0.0,0.0,0.2824,0.1769,0.7041,0.3529,0.0062,0.0084,0.3993,0.0094,0.6433,0088407c,4eb42ee6,2bd388cd,19ca07d9,c8a909f5,64592f2a,e930f1b4,58bf7845,bdfe625f,user_de97d0d8,0
1,1,0,1,0.428,0.65,0.3866,0.0323,0.0,0.3649,0.428,0.3866,0.0,0.1242,0.2852,0.3993,0.006,0.3532,dc029453,e9b19332,a917582c,31f4786e,c8a909f5,21cb6e7e,e930f1b4,58bf7845,bdfe625f,user_de97d0d8,1
1,0,0,1,0.428,1.0,0.6031,0.0323,0.0,0.4023,0.428,0.6031,0.0588,0.1304,0.23,0.3993,0.0043,0.551,0088407c,471c6c1b,f22335a2,31f4786e,c8a909f5,21cb6e7e,e930f1b4,58bf7845,bdfe625f,user_de97d0d8,1
1,1,0,1,0.1284,1.0,0.3753,0.0323,0.0,0.1085,0.1284,0.3753,0.0,0.1242,0.2905,0.3993,0.006,0.3429,1139858f,4eb42ee6,2bd388cd,31f4786e,c8a909f5,21cb6e7e,e930f1b4,58bf7845,bdfe625f,user_de97d0d8,0
0,0,0,1,0.428,0.0,0.3866,0.0258,0.0,0.4288,0.428,0.3866,0.0588,0.087,0.1966,0.3993,0.006,0.3532,dc029453,e9b19332,a917582c,9ad4f36f,c8a909f5,21cb6e7e,e930f1b4,58bf7845,bdfe625f,user_de97d0d8,0
1,1,0,1,0.3566,1.0,0.5,0.0323,0.0,0.3041,0.3566,0.5,0.0,0.1242,0.2852,0.3993,0.006,0.4568,ab4271a7,46a2c293,57170ff1,31f4786e,c8a909f5,21cb6e7e,e930f1b4,58bf7845,bdfe625f,user_de97d0d8,1
1,0,0,1,0.428,1.0,0.3866,0.0065,0.2,0.2475,0.428,0.3866,1.0,0.0124,0.567,0.3993,0.1663,0.3532,dc029453,e9b19332,a917582c,0f68baf6,c8a909f5,21cb6e7e,f7445224,58bf7845,bdfe625f,user_de97d0d8,1
1,0,0,1,0.428,1.0,0.3866,0.0129,0.0,0.4062,0.428,0.3866,0.0882,0.0311,0.2248,0.3993,0.0041,0.3532,dc029453,e9b19332,a917582c,302faacd,c8a909f5,21cb6e7e,e930f1b4,58bf7845,bdfe625f,user_de97d0d8,1
